team,FGA_2,FGM_2,FGR_2,FGR_3,FGA_3,FGM_3,FTA,FTM,FTR,AST,BLK,STL,TOV,TOV_team,DREB,OREB,F_tech,F_personal,team_score,opponent_team_score,point_diff,largest_lead,notD1_incomplete,OT_length_min_tot,rest_days,attendance,tz_dif_H_E,prev_game_dist,home_away,home_away_NS,travel_dist,min,max,offense_weighted_sum,defense_weighted_sum,extra_weighted_sum,offense_weighted_sum_scaled,defense_weighted_sum_scaled,extra_weighted_sum_scaled
nc_state_wolfpack,62.6875,29.125,0.464171041,0.367840763,20.0625,7.40625,14.1875,10.71875,0.755506607929515,14.25,3.03125,7.28125,12.28125,0.21875,30.15625,12.0,0.09375,13.1875,76.375,57.03125,19.34375,23.125,,5.0,3.774193548,4313.25,-0.129032258,405.6451613,,0.21875,250.3125,-0.129032258,4313.25,11.41314950367726,13.821279781250002,34.004426867374455,75.67500548896712,86.44645680090011,24.393617602212124
bradley_braves,55.96296296,20.37037037,0.365475243,0.322194257,22.59259259,7.37037037,15.22222222,10.2962963,0.676399027106044,11.59259259,3.666666667,5.111111111,14.44444444,1.037037037,25.18518519,9.62962963,0.0,16.81481481,58.40740741,68.92592593,-10.51851852,5.777777778,,,4.653846154,918.12,0.0,306.9583333,,-0.111111111,233.7692308,-0.111111111,918.12,4.1913982984290445,10.56789578069937,,28.054534254403254,60.456697773735165,
evansville_purple_aces,59.96666667,22.8,0.381026213,0.272489304,20.06666667,5.633333333,20.76666667,14.83333333,0.71428571,11.2,3.233333333,8.033333333,16.1,0.233333333,24.3,10.23333333,0.066666667,19.33333333,66.06666667,75.56666667,-9.5,7.133333333,,6.666666667,4.172413793,750.9230769,-0.037037037,252.4444444,,-0.066666667,202.4827586,-0.066666667,750.9230769,4.6404202192964865,10.445626867052779,23.292053139440895,31.015399958391694,59.479948763581326,12.96869584759558
valparaiso_beacons,50.1,20.83333333,0.414427364,0.327351739,24.33333333,8.033333333,13.83333333,10.36666667,0.74939759,11.86666667,2.8,7.7,15.9,1.7,23.16666667,5.2,0.033333333,16.8,60.06666667,67.23333333,-7.16666666,6.166666667,,5.0,4.172413793,718.5172414,0.0,293.5172414,,-0.1,199.0,-0.1,718.5172414,4.167607220739651,10.199379534841624,25.89778847034804,27.89765508499574,57.51279431019773,15.747755188218186
duke_blue_devils,59.5,24.36666667,0.41085519,0.311235826,21.56666667,6.7,14.5,9.6,0.7,13.76666667,4.1,6.666666667,16.5,0.433333333,26.1,12.83333333,0.033333333,14.7,65.03333333,62.16666667,2.86666666,12.63333333,,,3.931034483,2823.785714,-0.034482759,495.6206897,,0.1,247.4333333,-0.034482759,2823.785714,7.179847521356094,11.738955100093342,,47.76046931249986,69.81174147973911,
winthrop_eagles,51.83333333,19.3,0.374036011,0.272667075,14.7,3.866666667,16.13333333,9.166666667,0.568181818319872,10.56666667,1.466666667,7.0,21.83333333,0.7,25.5,10.23333333,0.0,16.1,51.63333333,68.46666667,-16.83333334,5.733333333,,,3.862068966,573.9583333,0.0,232.7916667,,-0.1,166.4444444,-0.1,573.9583333,3.9141268321792997,11.030928100038503,,26.2261968460035,64.15564582271327,
notre_dame_fighting_irish,63.46666667,28.33333333,0.446443472,0.326254466,17.53333333,5.6,15.1,10.76666667,0.713024282781457,17.06666667,5.333333333,8.833333333,15.13333333,0.7,28.23333333,12.3,0.033333333,13.06666667,73.03333333,62.66666667,10.36666666,18.8,,5.0,4.0,4604.851852,0.1,578.0344828,,0.066666667,434.5666667,0.033333333,4604.851852,9.993272634110854,13.626304597875915,48.08445185611518,66.31228947977088,84.88889149925967,39.41019449589742
boston_college_eagles,60.06666667,27.06666667,0.451715334,0.333440191,18.0,6.033333333,17.33333333,11.96666667,0.69038462,16.03333333,3.566666667,8.3,18.86666667,0.5,24.46666667,12.86666667,0.033333333,17.03333333,72.13333333,66.53333333,5.6,15.03333333,,5.0,3.931034483,1418.321429,0.0,648.862069,,0.1,407.3666667,0.0,1418.321429,8.306792671848925,10.983103602064746,52.715049281062306,55.19158367752742,63.77359833685771,44.34880237131133
harvard_crimson,68.18518519,26.7037037,0.392264831,0.329321707,27.62962963,9.074074074,12.66666667,8.444444444,0.66666666645614,15.25925926,2.62962963,10.77777778,12.40740741,0.37037037,22.7037037,14.14814815,0.0,17.14814815,70.92592593,67.37037037,3.55555556,15.48148148,,5.0,4.692307692,616.04,-0.076923077,451.4230769,,-0.185185185,394.7037037,-0.185185185,616.04,8.528113194061119,10.676014257897709,39.233649505272226,56.65097867218816,61.320405583293855,29.97066905623904
florida_state_seminoles,57.17857143,25.07142857,0.439999907,0.321478625,15.10714286,4.785714286,16.25,11.42857143,0.703296703384615,14.67857143,4.535714286,6.357142857,15.57142857,0.392857143,25.60714286,10.71428571,0.178571429,15.92857143,66.35714286,61.5,4.85714286,15.85714286,,5.0,4.259259259,2193.384615,0.0,578.7777778,,0.142857143,367.1071429,0.0,2193.384615,8.47126335076776,11.295959108187269,47.61495544097923,56.2761088864119,66.27285425410261,38.90946889172865
georgia_tech_yellow_jackets,56.83870968,23.06451613,0.405400555,0.303318742,17.70967742,5.516129032,14.35483871,9.516129032,0.662921348281732,15.32258065,4.35483871,5.935483871,13.96774194,0.548387097,27.64516129,11.29032258,0.064516129,13.32258065,61.03225806,51.87096774,9.16129032,16.41935484,,5.0,3.833333333,2208.793103,0.0,393.1,,0.096774194,291.7419355,0.0,2208.793103,8.837068749427438,12.495390483020529,33.59028274405091,58.68824203379337,75.85454900524837,23.951926122408004
north_florida_ospreys,57.33333333,24.6,0.424582036,0.304539516,22.23333333,6.833333333,12.83333333,9.533333333,0.742857143024119,14.5,4.666666667,7.933333333,17.06666667,0.5,27.76666667,7.933333333,0.0,17.56666667,65.56666667,62.23333333,3.33333334,14.83333333,,5.0,4.034482759,671.0,0.0,515.76,,-0.233333333,294.4814815,-0.233333333,671.0,7.951938235183586,12.420204767602167,42.320324103017015,52.851661543212025,75.25392558493357,33.26265798948916
jackson_state_lady_tigers,65.48148148,29.2962963,0.447527342,0.309721054,13.96296296,4.296296296,24.51851852,16.96296296,0.6918429,14.51851852,5.0,8.814814815,15.81481481,0.333333333,30.81481481,16.25925926,0.111111111,16.14814815,79.85185185,63.03703704,16.81481481,23.59259259,,,4.730769231,1241.041667,0.0,342.8846154,,-0.148148148,305.2592593,-0.148148148,1241.041667,11.700284862243825,14.261092034636349,,77.5683857362828,89.95991063259379,
northern_iowa_panthers,60.51899846,25.03295045,0.414463586,0.312641941,19.12723601,6.056740107,16.98850636,12.10855835,0.71275003,13.75916995,3.37954004,8.047462885,15.2213998,0.610565539,25.89170679,11.8515832,0.110127186,16.60040772,68.23119936,65.11308742,3.11811194,13.39769144,,5.840966236,4.176364239,1999.491392,-0.036879688,494.3795112,,0.040472826,391.3404591,-0.036879688,1999.491392,7.463344843205402,11.603986773546286,42.01061365119563,49.629860222891494,68.73354281562075,32.93234672809063
north_carolina_tar_heels,66.22222222,27.25925926,0.40971256,0.321591713,18.85185185,5.962962963,19.51851852,13.81481481,0.70777989,14.14814815,3.925925926,9.814814815,13.77777778,0.444444444,28.74074074,14.81481481,0.148148148,15.88888889,74.2962963,55.85185185,18.44444445,26.81481481,,5.0,4.423076923,2598.576923,0.0,487.5384615,,0.074074074,604.3333333,0.0,2598.576923,12.842445851291851,13.490631147701992,43.71223135019845,85.09983385438964,83.8050599331711,34.74714982973037
virginia_cavaliers,55.59259259,20.51851852,0.369941376,0.274991858,14.77777778,3.851851852,16.03703704,10.14814815,0.63279446,11.44444444,4.0,7.222222222,18.66666667,0.740740741,22.74074074,12.33333333,0.222222222,19.37037037,55.03703704,65.48148148,-10.44444444,5.703703704,,,4.346153846,1798.222222,0.0,540.3076923,,0.074074074,417.5555556,0.0,1798.222222,4.1099107659473555,9.623348999677779,,27.517202714416133,52.91115650824647,
virginia_tech_hokies,56.34375,24.90625,0.441614537,0.362670235,23.65625,8.59375,15.9375,12.09375,0.758823529411765,14.28125,3.5,4.46875,12.875,0.34375,27.375,9.03125,0.03125,14.3125,70.5,57.625,12.875,19.9375,,5.0,3.741935484,2054.142857,0.066666667,462.6774194,,0.03125,341.34375,0.03125,2054.142857,10.021394094295218,11.76179146875,38.905635471290736,66.49772333753245,69.99417051926889,29.620836725157965
clemson_tigers,61.4137931,24.17241379,0.39383918,0.262497928,17.4137931,4.75862069,17.24137931,12.24137931,0.71,10.79310345,3.482758621,9.068965517,16.27586207,0.724137931,22.5862069,13.75862069,0.206896552,17.17241379,65.34482759,71.10344828,-5.75862069,9.586206897,,5.0,4.035714286,1509.884615,0.0,360.5357143,,0.24137931,206.3103448,0.0,1509.884615,5.635014862217805,10.290588657170309,30.58624943931684,37.573790608690764,58.241421213754315,20.74807547954311
davidson_wildcats,57.13333333,23.46666667,0.414557447,0.299418563,20.03333333,6.066666667,12.7,9.6,0.8,11.63333333,2.566666667,6.0,15.1,0.533333333,23.13333333,11.2,0.133333333,17.56666667,62.6,61.2,1.4,10.03333333,,5.0,3.965517241,582.3703704,0.034482759,424.7586207,,-0.033333333,328.5666667,-0.033333333,582.3703704,5.859119149708977,9.616698098034925,36.25945974339971,39.051541845573624,52.858025574123154,26.798647039851645
north_carolina_at_aggies,60.56,25.72,0.426968781,0.284574922,15.56,4.56,17.0,11.88,0.698823529411765,14.96,2.2,8.84,17.56,0.56,23.6,12.32,0.04,15.56,67.88,67.76,0.12,11.84,,10.0,4.666666667,1330.363636,-0.083333333,344.2083333,,-0.16,296.16,-0.16,1330.363636,6.938781839181259,10.797591,31.435325587915443,46.17087406650126,62.291625159590886,21.653629076516197
miami_hurricanes,60.46185828,25.06696225,0.415295401,0.313018477,19.11006386,6.053273918,16.86130095,11.97988141,0.71049568,13.82454368,3.418860696,8.034187544,15.29262315,0.598616252,25.96678808,11.86161984,0.105439282,16.50646161,68.16595782,64.82003133,3.34592649,13.61062242,,5.765879965,4.167002773,2010.722685,-0.034933205,493.9431264,,0.038940809,386.9114593,-0.034933205,2010.722685,7.552992021479946,11.653738015936838,41.91914454920781,50.2209967426847,69.13098215902863,32.83479343507483
south_carolina_upstate_spartans,60.37857003,25.03772687,0.415404413,0.312777674,19.07168849,6.03730565,16.81536643,11.94663274,0.71045926,13.77842574,3.405381456,8.008820572,15.30442872,0.597541923,25.89725101,11.85094764,0.105793987,16.5075067,68.05832876,64.69324333,3.36508543,13.65515362,,5.769295325,4.168453244,1984.614989,-0.032980772,489.7474095,,0.037993966,383.4568207,-0.032980772,1984.614989,7.56294297793799,11.614537664561057,41.59237837559099,50.28661368548692,68.81782893584185,32.48629196747827
northwest_university_eagles,56.0,10.0,0.178571429,0.214285714,14.0,3.0,16.0,9.0,0.5625,7.0,2.0,8.0,25.0,2.0,23.0,13.0,0.0,13.0,32.0,89.0,-57.0,0.0,True,,,,,,away,0.0,,0.0,89.0,1.2157197233389478,10.69753,,8.432809279246696,61.49228475662061,
western_oregon_wolves,59.0,14.0,0.237288136,0.258064516,31.0,8.0,5.0,2.0,0.4,9.0,4.0,12.0,18.0,1.0,26.0,8.0,0.0,11.0,38.0,61.0,-23.0,0.0,True,,,,,,away,0.0,,0.0,61.0,1.488176657972992,13.570653,,10.229399503646707,84.44431698299385,
tougaloo_bulldogs,57.0,16.0,0.280701754,0.238095238,21.0,5.0,10.0,7.0,0.7,11.0,0.0,6.0,18.0,1.0,23.0,12.0,0.0,20.0,44.0,63.0,-19.0,0.0,True,,,,,,away,0.0,,0.0,63.0,1.8445225565073837,8.886773999999999,,12.579156387874423,47.027004270508904,
lsu_alexandria_generals,63.0,19.0,0.301587302,0.36,25.0,9.0,4.0,1.0,0.25,15.0,0.0,10.0,24.0,1.0,19.0,11.0,0.0,12.0,48.0,95.0,-47.0,0.0,True,,,,,,away,0.0,,0.0,95.0,2.086642790137176,9.317585999999999,,14.175705381765873,50.46855929878591,
randolph_college_wildcats,50.0,12.0,0.24,0.136363636,22.0,3.0,4.0,4.0,1.0,6.0,1.0,6.0,28.0,2.0,18.0,6.0,0.0,17.0,31.0,83.0,-52.0,2.0,True,,,,,,away,0.0,,0.0,83.0,1.4964356654319038,7.223006,,10.283859677632947,33.73594198281411,
spring_hill_badgers,60.0,20.0,0.333333333,0.2,15.0,3.0,19.0,10.0,0.526315789473684,8.0,0.0,6.0,20.0,0.0,23.0,12.0,0.0,21.0,53.0,73.0,-20.0,0.0,True,,,,,,away,0.0,,0.0,73.0,1.4568325893628882,8.731387999999999,,10.0227156571391,45.78569838853753,
ohio_christian_trailblazers,63.0,20.0,0.317460318,0.230769231,26.0,6.0,6.0,5.0,0.833333333333333,9.0,3.0,2.0,22.0,0.0,26.0,9.0,0.0,17.0,51.0,104.0,-53.0,0.0,True,,,,,,away,0.0,,0.0,104.0,1.4742561155783678,10.062648000000001,,10.137606977175983,56.420510201913324,
union_ny_garnet_chargers,54.0,12.0,0.222222222,0.214285714,14.0,3.0,11.0,10.0,0.909090909090909,7.0,3.0,2.0,19.0,1.0,20.0,9.0,0.0,13.0,37.0,88.0,-51.0,1.0,True,,,,,,away,0.0,,0.0,88.0,1.5646918310771776,7.98967,,10.73394313804491,39.86046113316034,
lock_haven_university_bald_eagles,46.0,19.0,0.413043478,0.357142857,14.0,5.0,11.0,5.0,0.454545454545455,13.0,2.0,7.0,28.0,2.0,17.0,12.0,0.0,10.0,48.0,82.0,-34.0,0.0,True,,,,,,away,0.0,,0.0,82.0,1.8109851111409845,8.223148,,12.358009340993226,41.72560737999668,
ursinus_bears,45.0,9.0,0.2,0.24,25.0,6.0,8.0,5.0,0.625,9.0,1.0,5.0,27.0,3.0,18.0,5.0,0.0,4.0,29.0,89.0,-60.0,0.0,True,,,,,,away,0.0,,0.0,89.0,1.0500023349999998,8.997006,,7.340063226360388,47.90759602254236,
immaculata_mighty_macs,61.0,14.0,0.229508197,0.142857143,21.0,3.0,18.0,10.0,0.555555555555556,6.0,0.0,9.0,19.0,0.0,24.0,14.0,0.0,9.0,41.0,78.0,-37.0,0.0,True,,,,,,away,0.0,,0.0,78.0,1.2940096277361879,11.783161,,8.94905555170152,70.16488168266582,
bethesda_university_lion_angels,46.5,8.0,0.172525439,0.198717949,18.5,3.5,8.0,4.0,0.5,6.5,1.0,4.0,36.0,3.0,19.0,9.0,0.0,12.5,23.5,114.0,-90.5,0.0,,,,,,,,0.0,,0.0,114.0,0.702501359994868,7.879293999999998,,5.0486300664657575,38.97871903265917,
colorado_mesa_mavericks,66.0,19.0,0.287878788,0.36,25.0,9.0,6.0,3.0,0.5,15.0,2.0,7.0,16.0,1.0,24.0,20.0,1.0,10.0,50.0,62.0,-12.0,10.0,True,,,,,,away,0.0,,0.0,66.0,6.508899994585743,11.332758,,43.33621867156808,66.56682334306282,
lewis_clark_st_warriors,61.0,16.0,0.262295082,0.133333333,15.0,2.0,17.0,12.0,0.705882352941176,6.0,1.0,3.0,18.0,2.0,35.0,7.0,0.0,8.0,46.0,95.0,-49.0,0.0,True,,,,,,away,0.0,,0.0,95.0,1.2478583690676102,15.517904999999999,,8.644732594096892,100.0,
st_francis_il_fighting_saints,55.0,24.0,0.436363636,0.421052632,19.0,8.0,7.0,5.0,0.714285714285714,11.0,1.0,9.0,13.0,0.0,17.0,1.0,0.0,11.0,61.0,96.0,-35.0,5.0,True,,,,,,away,0.0,,0.0,96.0,3.445178028750187,8.444289,,23.133932605724723,43.492199119568006,
union_ky_bulldogs,60.0,19.0,0.316666667,0.173913044,23.0,4.0,13.0,11.0,0.846153846153846,12.0,3.0,3.0,37.0,0.0,19.0,19.0,0.0,28.0,53.0,120.0,-67.0,0.0,True,,,,,,away,0.0,,0.0,120.0,1.7483223372670273,5.455811,,11.944808894739388,19.618649896716278,
lagrange_panthers,57.0,13.0,0.228070175,0.181818182,22.0,4.0,21.0,15.0,0.714285714285714,5.0,4.0,6.0,15.0,1.0,23.0,8.0,0.0,12.0,45.0,77.0,-32.0,0.0,True,,,,,,away,0.0,,0.0,77.0,1.0375740880405193,10.591897999999999,,7.258110946364935,60.648440247305736,
cal_lutheran_kingsmen,59.0,15.0,0.254237288,0.166666667,12.0,2.0,9.0,4.0,0.444444444444444,6.0,1.0,9.0,32.0,3.0,27.0,17.0,0.0,23.0,36.0,79.0,-43.0,3.0,True,,,,,,away,0.0,,0.0,79.0,2.3214967570378318,11.070526999999998,,15.724340367555513,64.47198286364232,
texas_lutheran_bulldogs,52.0,19.0,0.365384615,0.238095238,21.0,5.0,17.0,7.0,0.411764705882353,13.0,2.0,7.0,15.0,1.0,16.0,9.0,0.0,28.0,50.0,65.0,-15.0,6.0,True,,,,,,away,0.0,,0.0,65.0,4.251564752721216,4.977113,,28.45127388506567,15.794556071738924,
mobile_rams,59.5,19.0,0.318682872,0.138888889,18.0,2.5,18.0,11.0,0.611111111111111,9.5,3.5,8.0,20.0,0.5,22.5,13.0,0.0,15.0,51.5,71.5,-20.0,3.0,,,,,,,,0.0,,0.0,71.5,2.8077006402430316,10.335478,,18.93038518636351,58.60002112167603,
notre_dame_of_maryland_university_gators,42.0,10.0,0.238095238,0.2,10.0,2.0,22.0,13.0,0.590909090909091,8.0,3.0,6.0,36.0,0.0,19.0,9.0,0.0,12.0,35.0,87.0,-52.0,0.0,True,,,,,,away,0.0,,0.0,87.0,0.9038937545137984,8.680041,,6.376618314396411,45.37551128595697,
washington_adventist_shock,41.0,12.0,0.292682927,0.333333333,6.0,2.0,17.0,8.0,0.470588235294118,10.0,4.0,2.0,40.0,0.0,33.0,14.0,0.0,17.0,34.0,73.0,-39.0,0.0,True,,,,,,away,0.0,,0.0,73.0,1.473620135856176,13.321766,,10.133413305418863,82.45607546158132,
faulkner_eagles,48.0,16.0,0.333333333,0.318181818,22.0,7.0,15.0,12.0,0.8,9.0,1.0,3.0,23.0,5.0,27.0,11.0,0.0,12.0,51.0,91.0,-40.0,9.0,True,,,,,,away,0.0,,0.0,91.0,5.005186872605155,11.303664999999999,,33.42068358386333,66.3344130099299,
piedmont_lions,63.0,24.0,0.380952381,0.529411765,17.0,9.0,8.0,7.0,0.875,15.0,5.0,7.0,25.0,1.0,24.0,14.0,0.0,11.0,64.0,86.0,-22.0,3.0,True,,,,,,away,0.0,,0.0,86.0,3.458448419151788,11.557898,,23.22143800800605,68.36536121820626,
bob_jones,44.0,9.0,0.204545455,0.227272727,22.0,5.0,19.0,13.0,0.684210526315789,3.0,0.0,10.0,30.0,3.0,15.0,7.0,0.0,13.0,36.0,86.0,-50.0,0.0,True,,,,,,away,0.0,,0.0,86.0,0.30510889008625747,7.3658519999999985,,2.4282107049731123,34.87707168572223,
grace_christian_university_tigers,53.0,14.0,0.264150943,0.2,20.0,4.0,17.0,13.0,0.764705882352941,4.0,0.0,8.0,29.0,0.0,12.0,9.0,0.0,14.0,45.0,133.0,-88.0,0.0,True,,,,,,away,0.0,,0.0,133.0,0.4914188154065898,5.371169,,3.6567446418640723,18.94248465363247,
bryn_athyn_lions,56.0,9.0,0.160714286,0.142857143,28.0,4.0,10.0,6.0,0.6,4.0,0.0,8.0,19.0,1.0,14.0,14.0,0.0,13.0,28.0,86.0,-58.0,0.0,True,,,,,,away,0.0,,0.0,86.0,0.8812005572467199,6.424728999999999,,6.226978605555174,27.358881401149986,
chowan_hawks,64.0,19.0,0.296875,0.214285714,14.0,3.0,19.0,12.0,0.631578947368421,7.0,5.0,1.0,27.0,0.0,33.0,16.0,0.0,18.0,53.0,81.0,-28.0,0.0,True,,,,,,away,0.0,,0.0,81.0,1.477442920564917,13.035871,,10.158620876835368,80.17219438396683,
bushnell_beacons,44.0,17.0,0.386363636,0.3125,16.0,5.0,8.0,3.0,0.375,8.0,2.0,4.0,28.0,1.0,29.0,4.0,0.0,11.0,42.0,80.0,-38.0,2.0,True,,,,,,away,0.0,,0.0,80.0,1.871717761242768,12.718752,,12.758482485937494,77.63887941360349,
valley_forge_patriots,50.0,6.0,0.12,0.071428571,14.0,1.0,4.0,2.0,0.5,1.0,3.0,4.0,26.0,3.0,16.0,4.0,0.0,15.0,15.0,102.0,-87.0,0.0,True,,,,,,away,0.0,,0.0,102.0,0.02080548854474404,6.374585999999999,,0.5535044778799616,26.958312489924452,
caldwell_cougars,54.0,13.0,0.240740741,0.217391304,23.0,5.0,10.0,6.0,0.6,9.0,2.0,9.0,22.0,0.0,19.0,11.0,0.0,12.0,37.0,85.0,-48.0,0.0,True,,,,,,away,0.0,,0.0,85.0,1.4046991855717639,9.302586,,9.678946232655054,50.348731333399265,
university_of_health_sciences_pharmacy_eutectics,45.0,15.0,0.333333333,0.210526316,19.0,4.0,18.0,11.0,0.611111111111111,9.0,0.0,5.0,20.0,2.0,25.0,6.0,0.0,16.0,45.0,68.0,-23.0,0.0,True,,,,,,away,0.0,,0.0,68.0,1.391277710428628,10.160474,,9.590444572487831,57.20199623804097,
brewton_parker_wildcats,61.0,14.0,0.229508197,0.043478261,23.0,1.0,22.0,11.0,0.5,4.0,3.0,4.0,18.0,0.0,27.0,16.0,0.0,16.0,40.0,80.0,-40.0,2.0,True,,,,,,away,0.0,,0.0,80.0,1.95944640102734,11.159156999999999,,13.336968098163046,65.18000636845693,
stephens,49.0,9.0,0.183673469,0.0,12.0,0.0,21.0,15.0,0.714285714285714,3.0,0.0,7.0,36.0,2.0,24.0,13.0,0.0,16.0,33.0,88.0,-55.0,0.0,True,,,,,,away,0.0,,0.0,88.0,0.5105294284425432,10.203422999999999,,3.7827606693467333,57.54509565706706,
northwest_nazarene_nighthawks,79.0,16.0,0.202531646,0.15625,32.0,5.0,10.0,9.0,0.9,8.0,1.0,9.0,14.0,0.0,27.0,16.0,0.0,20.0,46.0,84.0,-38.0,0.0,True,,,,,,away,0.0,,0.0,84.0,1.761138138750648,11.536684999999999,,12.029316722349833,68.19590050955642,
syracuse_orange,67.34482759,26.37931034,0.391022468,0.309507562,24.48275862,7.620689655,13.20689655,10.62068966,0.80417755,13.44827586,2.0,10.13793103,14.55172414,0.206896552,22.89655172,11.96551724,0.24137931,15.34482759,71.0,74.82758621,-3.82758621,11.93103448,,,4.0,1649.037037,-0.178571429,634.0357143,,0.24137931,501.7241379,-0.178571429,1649.037037,6.830675932603401,10.804482203357752,,45.45802006915832,62.34667575141922,
monmouth_hawks,58.6,22.13333333,0.380732767,0.299193758,21.4,6.2,13.06666667,8.733333333,0.668367346742763,12.83333333,3.6,7.166666667,19.1,0.766666667,26.13333333,11.7,0.033333333,15.96666667,59.2,61.56666667,-2.36666667,8.2,,5.0,4.068965517,497.7241379,0.0,143.4137931,,-0.033333333,106.5666667,-0.033333333,497.7241379,5.258346258777569,11.62235689807843,14.39991781144507,35.09002512227332,68.88029312539317,3.4850881119073716
western_illinois_leathernecks,60.24137931,25.03448276,0.414216871,0.320840551,26.37931034,8.620689655,18.37931034,12.10344828,0.65853659,13.51724138,3.517241379,8.137931034,14.4137931,0.448275862,27.34482759,7.896551724,0.103448276,13.65517241,70.79310345,71.93103448,-1.13793103,13.27586207,,6.666666667,4.071428571,1163.904762,0.0,440.875,,0.0,369.8518519,0.0,1163.904762,7.283737506377062,12.75260238144387,38.103633866661085,48.44552338077834,77.90929423600221,28.765488899112853
george_washington_revolutionaries,56.73333333,19.5,0.345615361,0.268612668,17.13333333,4.6,13.8,8.166666667,0.591787439637681,9.6,1.8,7.366666667,14.66666667,0.666666667,24.53333333,13.4,0.0,15.7,51.76666667,55.2,-3.43333333,8.2,,,3.931034483,617.047619,0.0,452.2222222,,0.166666667,308.3793103,0.0,617.047619,4.995733562865329,10.787674665251714,,33.35834814032026,62.212408211792216,
wofford_terriers,64.82142857,24.28571429,0.374188396,0.320382226,24.89285714,8.035714286,13.71428571,10.17857143,0.7421875,12.42857143,2.357142857,6.857142857,13.07142857,0.571428571,25.89285714,10.96428571,0.107142857,13.53571429,66.78571429,61.35714286,5.42857143,16.59259259,,,4.259259259,702.0434783,0.0,196.7619048,,-0.035714286,156.44,-0.035714286,702.0434783,8.536128293438692,11.669879069432739,,56.70383050805236,69.25992546566937,
dayton_flyers,59.69230769,24.19230769,0.404731717,0.334746947,17.0,5.807692308,17.15384615,11.61538462,0.67713005,13.19230769,4.076923077,6.076923077,12.69230769,0.423076923,29.53846154,12.65384615,0.153846154,15.5,65.80769231,54.11538462,11.69230769,17.15384615,,5.0,4.68,1342.72,0.0,593.8,,0.0,442.6923077,0.0,1342.72,8.977075154579612,13.006964231482714,49.68765188930799,59.61144899561153,79.94127176681155,41.12003354757881
arizona_wildcats,58.11538462,25.38461538,0.436721712,0.343804067,18.57692308,6.423076923,15.96153846,11.30769231,0.70843374,14.38461538,4.0,10.5,12.96153846,0.807692308,22.15384615,10.61538462,0.115384615,17.11538462,68.5,57.38461538,11.11538462,17.92307692,,5.0,4.56,5659.272727,-0.038461538,976.12,,0.192307692,968.3461538,-0.038461538,5659.272727,9.230326088733474,10.520200189876345,81.65105099650125,61.28139420450161,60.07568006665267,75.2095213759415
louisville_cardinals,61.96551724,28.34482759,0.45547993,0.366553704,16.79310345,6.137931034,12.96551724,9.344827586,0.720744680911781,15.86206897,4.413793103,9.586206897,14.44827586,0.275862069,25.93103448,13.03448276,0.413793103,15.93103448,72.17241379,55.03448276,17.13793103,23.51724138,,5.0,4.0,5583.481481,0.035714286,818.75,,0.068965517,613.1724138,0.035714286,5583.481481,11.67388991318781,12.213359482022154,66.71921178088152,77.39433655118401,73.60153560354195,59.28447068002273
bethune_cookman_wildcats,57.88,21.72,0.378496104,0.277863195,13.24,3.68,19.28,12.16,0.63,9.88,2.4,8.52,20.28,1.16,23.88,12.0,0.36,18.04,59.28,71.64,-12.36,5.96,,5.0,4.791666667,715.8181818,0.0,464.952381,,-0.2,401.7826087,-0.2,715.8181818,3.9969436069898325,10.471474440000001,40.32281573060679,26.77229345477871,59.686432902011255,31.132282646116927
lafayette_leopards,55.4,21.76666667,0.396206658,0.266444985,14.33333333,3.9,10.53333333,7.1,0.6740506331247,10.86666667,3.8,5.5,16.4,1.0,25.83333333,10.96666667,0.133333333,14.13333333,54.53333333,58.56666667,-4.03333334,6.666666667,,5.0,3.965517241,361.1333333,0.0,173.1724138,,0.0,115.3333333,0.0,361.1333333,4.4692995729462455,11.382177032365664,16.50629694243615,29.887024639779266,66.96160881637982,5.731575899611968
wake_forest_demon_deacons,60.3,23.93333333,0.39473223,0.323200743,18.33333333,6.033333333,16.1,11.1,0.7,10.73333333,2.933333333,6.633333333,15.13333333,0.533333333,26.0,12.23333333,0.033333333,16.5,65.0,63.3,1.7,12.8,,5.0,3.827586207,1782.785714,0.0,294.4482759,,0.266666667,168.6666667,0.0,1782.785714,6.888409227086883,11.271390499890826,25.451354614560127,45.83871536190523,66.07658716446633,15.27162618072392
holy_cross_crusaders,56.83333333,22.8,0.402442239,0.318073155,18.7,5.833333333,12.76666667,8.666666667,0.67885117478359,13.03333333,2.666666667,6.466666667,15.6,0.266666667,26.63333333,11.56666667,0.133333333,13.1,60.1,55.76666667,4.33333333,12.23333333,,5.0,4.034482759,354.9642857,0.0,246.1111111,,0.1,146.4827586,0.0,354.9642857,6.918986418462304,12.008919365301553,21.971251262090444,46.0403423940396,71.96835938820598,11.560039047027583
usc_trojans,58.03846154,23.15384615,0.398142638,0.324802765,15.34615385,5.076923077,17.57692308,13.34615385,0.75929978,14.07692308,6.5,7.192307692,15.96153846,0.807692308,27.23076923,11.76923077,0.153846154,16.65384615,64.73076923,64.30769231,0.42307692,11.92307692,,5.0,4.44,1534.190476,-0.16,948.4,,0.269230769,656.8846154,-0.16,1534.190476,6.932959558310845,12.34560996170972,76.4965401478394,46.132481749896996,74.65802266369994,69.712151266857
